Gene ID	Gene Name	ERR2704715	ERR2704716	ERR2704714	ERR2704720	ERR2704719	ERR2704713	ERR2704717	ERR2704718	ERR2704712
ENSG00000128274	A4GALT	1970	1289	1118	1820	1313	1697	1096	16	1475
ENSG00000128276	RFPL3	1	1	0	0	0	0	0	2	1
ENSG00000128283	CDC42EP1	834	686	1136	840	765	608	578	286	1111
ENSG00000128284	APOL3	175	103	148	30	59	97	176	15	128
ENSG00000128285	MCHR1	26	26	33	36	28	21	19	1	10
ENSG00000128294	TPST2	276	279	232	283	273	242	317	249	320
ENSG00000128298	BAIAP2L2	80	81	97	66	50	58	60	60	85
ENSG00000128309	MPST	1210	1019	1258	890	959	872	978	872	1216
ENSG00000128310	GALR3	0	3	2	3	0	1	1	1	3
ENSG00000128311	TST	235	207	268	228	203	137	147	131	280
ENSG00000128313	APOL5	3	1	4	1	0	4	7	2	0
ENSG00000128322	IGLL1	1	0	0	0	3	1	0	7	1
ENSG00000128335	APOL2	621	695	563	401	368	388	573	270	516
ENSG00000128340	RAC2	41	70	79	69	96	41	51	115	80
ENSG00000128342	LIF	47	42	44	32	32	25	56	15	42
ENSG00000128346	C22orf23	46	50	48	53	28	45	43	27	46
ENSG00000128383	APOBEC3A	0	2	0	0	0	1	5	12	1
ENSG00000128394	APOBEC3F	57	53	53	45	43	29	47	42	49
ENSG00000128408	RIBC2	17	14	46	8	11	34	38	49	41
ENSG00000128422	KRT17	0	0	7	9	10	4	0	1466	12
ENSG00000128438	TBC1D27P	0	0	0	0	0	0	0	0	0
ENSG00000128463	EMC4	604	675	645	524	621	475	610	743	604
ENSG00000128482	RNF112	89	103	98	50	84	66	68	20	97
ENSG00000128487	SPECC1	289	261	385	681	546	330	241	332	438
ENSG00000128510	CPA4	52	20	23	24	9	22	13	24	5
ENSG00000128512	DOCK4	257	384	297	387	306	304	563	631	389
ENSG00000128513	POT1	216	236	220	193	221	199	281	338	246
ENSG00000128519	TAS2R16	0	0	0	0	0	0	0	0	0
ENSG00000128524	ATP6V1F	552	435	529	579	696	391	379	576	573
ENSG00000128534	LSM8	340	323	309	346	374	302	422	456	440
ENSG00000128536	CDHR3	75	68	50	58	31	50	80	88	99
ENSG00000128563	PRKRIP1	553	419	528	496	517	328	531	952	618
ENSG00000128564	VGF	2	2	1	3	1	2	3	2	2
ENSG00000128567	PODXL	2273	2300	1979	2691	1905	2140	2377	594	2627
ENSG00000128573	FOXP2	40	98	64	123	92	59	86	830	101
ENSG00000128578	STRIP2	2051	2186	1792	1632	1428	1667	2551	232	1698
ENSG00000128581	IFT22	318	266	296	284	352	263	276	331	311
ENSG00000128585	MKLN1	535	697	469	656	525	676	926	622	635
ENSG00000128590	DNAJB9	327	453	202	263	336	274	413	129	400
ENSG00000128591	FLNC	25638	17754	11365	20890	11724	18491	13296	4204	12986
ENSG00000128594	LRRC4	78	51	65	48	25	68	80	85	110
ENSG00000128595	CALU	3377	4323	3868	4431	4150	4112	4252	3912	4139
ENSG00000128596	CCDC136	264	330	202	197	171	200	272	644	274
ENSG00000128602	SMO	1237	1043	1365	1141	1205	820	829	3462	1760
ENSG00000128604	IRF5	11	9	14	10	11	7	18	25	23
ENSG00000128606	LRRC17	493	487	782	599	602	424	620	967	907
ENSG00000128607	KLHDC10	710	930	811	713	621	776	1033	1328	1061
ENSG00000128609	NDUFA5	847	1032	715	561	686	746	1230	404	826
ENSG00000128610	FEZF1	1	0	0	0	0	2	5	1	0
ENSG00000128617	OPN1SW	30	45	58	44	45	34	31	35	49
ENSG00000128626	MRPS12	389	394	404	332	342	246	257	151	456
ENSG00000128641	MYO1B	1046	1062	982	902	953	867	1632	2268	1187
ENSG00000128645	HOXD1	3	1	3	3	3	1	1	3	8
ENSG00000128652	HOXD3	0	1	1	0	1	2	2	11	0
ENSG00000128654	MTX2	851	968	882	873	882	737	975	507	961
ENSG00000128655	PDE11A	2	3	4	5	6	2	8	36	6
ENSG00000128656	CHN1	542	437	417	480	658	484	653	382	547
ENSG00000128683	GAD1	2	9	10	11	10	3	8	35	18
ENSG00000128692	EIF2S2P4	17	19	8	22	15	20	13	12	12
ENSG00000128694	OSGEPL1	104	121	116	72	95	77	145	221	183
ENSG00000128699	ORMDL1	428	439	416	295	382	275	439	587	509
ENSG00000128708	HAT1	504	470	401	570	516	435	577	460	486
ENSG00000128709	HOXD9	10	3	15	1	5	10	4	1514	3
ENSG00000128710	HOXD10	1	5	5	3	1	1	0	2799	1
ENSG00000128713	HOXD11	0	0	0	2	1	0	0	752	0
ENSG00000128714	HOXD13	2	0	5	12	17	2	1	6085	1
ENSG00000128731	HERC2	1963	2613	2090	2822	2149	2099	2316	2928	2557
ENSG00000128739	SNRPN	483	521	403	466	494	417	398	139	432
ENSG00000128789	PSMG2	377	372	395	453	600	308	412	484	462
ENSG00000128791	TWSG1	184	283	308	388	319	344	352	815	367
ENSG00000128805	ARHGAP22	42	30	43	78	54	29	13	76	43
ENSG00000128815	WDFY4	23	27	20	18	15	13	18	32	10
ENSG00000128829	EIF2AK4	583	655	642	651	652	710	921	931	784
ENSG00000128833	MYO5C	117	119	131	158	110	88	165	119	148
ENSG00000128849	CGNL1	3610	4155	5618	5873	4495	4643	7111	599	6831
ENSG00000128872	TMOD2	277	282	317	198	215	259	336	221	324
ENSG00000128881	TTBK2	862	1090	860	605	521	745	1108	507	955
ENSG00000128886	ELL3	2	2	1	0	0	3	0	2	0
ENSG00000128891	CCDC32	78	108	97	64	110	88	174	122	128
ENSG00000128908	INO80	467	542	576	395	407	392	666	801	592
ENSG00000128915	ICE2	496	619	470	404	465	470	743	848	683
ENSG00000128917	DLL4	657	456	487	571	449	298	535	218	421
ENSG00000128918	ALDH1A2	822	769	858	1132	991	707	738	1328	881
ENSG00000128923	MINDY2	407	509	312	302	306	407	667	288	459
ENSG00000128928	IVD	1766	2065	1715	1512	1387	1447	1696	1492	1934
ENSG00000128944	KNSTRN	375	456	598	546	661	444	647	448	607
ENSG00000128951	DUT	794	631	692	815	957	718	910	836	928
ENSG00000128965	CHAC1	9	11	11	52	28	6	10	8	6
ENSG00000128973	CLN6	316	317	282	429	241	394	322	409	485
ENSG00000128989	ARPP19	1178	1314	1054	1156	1102	1143	1462	1233	1465
ENSG00000129003	VPS13C	752	948	627	575	482	746	1194	344	1068
ENSG00000129007	CALML4	1	2	6	4	1	0	7	10	8
ENSG00000129009	ISLR	1154	903	1691	1159	955	875	737	2574	1451
ENSG00000129028	THAP10	43	32	51	31	23	34	59	40	57
ENSG00000129038	LOXL1	603	562	833	504	437	497	417	1134	655
ENSG00000129048	ACKR4	18	12	16	8	7	16	18	7	13
ENSG00000129055	ANAPC13	346	375	393	391	469	295	374	504	437
ENSG00000129071	MBD4	324	370	320	345	384	274	458	521	347
ENSG00000129083	COPB1	1463	1579	1462	1453	1502	1528	1758	1865	1532
ENSG00000129084	PSMA1	141	155	117	144	158	121	227	219	182
ENSG00000129103	SUMF2	439	600	611	621	657	496	477	1016	664
ENSG00000129116	PALLD	7975	9441	5541	6729	5581	8118	8314	2036	6555
ENSG00000129128	SPCS3	650	717	520	482	542	474	792	1131	759
ENSG00000129151	BBOX1	1	1	0	1	2	3	1	7	1
ENSG00000129152	MYOD1	1	1	3	7	6	3	4	147	6
ENSG00000129158	SERGEF	107	74	84	96	127	51	75	75	125
ENSG00000129159	KCNC1	6	7	15	9	12	10	8	13	12
ENSG00000129167	TPH1	13	7	17	2	7	11	10	49	15
ENSG00000129170	CSRP3	23879	19320	18333	10966	10319	12171	15225	87	12069
ENSG00000129173	E2F8	434	553	469	645	524	460	532	268	487
ENSG00000129187	DCTD	705	769	865	713	702	619	769	907	816
ENSG00000129194	SOX15	58	73	60	23	24	34	50	63	62
ENSG00000129195	PIMREG	191	211	298	303	275	228	189	533	332
ENSG00000129197	RPAIN	760	884	796	661	745	677	940	1141	940
ENSG00000129204	USP6	28	19	17	18	49	18	31	611	24
ENSG00000129214	SHBG	7	11	16	10	10	7	11	5	14
ENSG00000129219	PLD2	346	303	517	339	389	355	234	1023	471
ENSG00000129221	AIPL1	0	0	0	0	0	0	0	1	0
ENSG00000129226	CD68	2	0	0	3	0	0	0	2	0
ENSG00000129235	TXNDC17	227	221	194	270	262	186	207	194	289
ENSG00000129244	ATP1B2	862	830	891	932	868	701	806	167	890
ENSG00000129245	FXR2	1071	1038	957	1060	893	881	934	794	967
ENSG00000129250	KIF1C	3660	3976	3402	2900	2139	3122	3465	1348	3685
ENSG00000129255	MPDU1	413	414	498	458	584	329	330	707	493
ENSG00000129292	PHF20L1	756	980	633	675	547	768	1053	920	862
ENSG00000129295	LRRC6	45	36	46	36	28	25	46	62	60
ENSG00000129315	CCNT1	377	517	384	454	409	333	577	672	482
ENSG00000129317	PUS7L	113	211	169	109	137	134	328	376	282
ENSG00000129347	KRI1	530	421	376	341	431	352	414	574	515
ENSG00000129351	ILF3	8006	7302	7205	8288	7228	7111	6621	15496	8531
ENSG00000129353	SLC44A2	2583	2775	2353	2156	2119	2219	2395	2301	2649
ENSG00000129354	AP1M2	0	2	0	0	0	2	0	34	0
ENSG00000129355	CDKN2D	420	303	315	243	225	375	252	115	301
ENSG00000129422	MTUS1	3065	3580	3664	3030	2690	2709	5451	247	3697
ENSG00000129437	KLK14	9	1	3	14	3	5	4	11	14
ENSG00000129450	SIGLEC9	9	10	9	13	6	9	20	10	15
ENSG00000129451	KLK10	5	2	6	10	7	3	0	4	5
ENSG00000129455	KLK8	2	0	0	1	0	0	0	3	0
ENSG00000129460	NGDN	389	345	365	322	417	277	377	482	345
ENSG00000129465	RIPK3	20	17	22	18	22	16	19	27	22
ENSG00000129467	ADCY4	781	612	586	363	264	408	514	238	571
ENSG00000129472	RAB2B	301	430	363	300	330	266	439	480	450
ENSG00000129473	BCL2L2	584	639	664	641	481	413	591	574	724
ENSG00000129474	AJUBA	853	700	917	966	736	899	1112	1515	1097
ENSG00000129480	DTD2	38	49	48	47	42	40	86	149	60
ENSG00000129484	PARP2	601	473	480	544	711	413	542	803	620
ENSG00000129493	HEATR5A	204	281	177	187	141	224	385	259	267
ENSG00000129514	FOXA1	0	0	0	0	0	0	0	0	1
ENSG00000129515	SNX6	632	939	629	713	853	764	966	750	898
ENSG00000129518	EAPP	283	357	328	279	310	206	342	309	277
ENSG00000129521	EGLN3	4280	3847	1383	1984	1820	2551	1997	96	1127
ENSG00000129534	MIS18BP1	387	505	314	342	288	455	667	646	497
ENSG00000129535	NRL	25	35	19	15	11	12	18	6	25
ENSG00000129538	RNASE1	775	611	757	543	640	568	770	337	647
ENSG00000129559	NEDD8	585	500	562	567	624	414	408	522	623
ENSG00000129562	DAD1	863	692	772	705	897	651	738	671	908
ENSG00000129566	TEP1	454	427	409	318	334	323	444	676	487
ENSG00000129595	EPB41L4A	351	649	499	394	398	427	971	72	546
ENSG00000129596	CDO1	97	97	165	101	113	103	119	494	222
ENSG00000129625	REEP5	1362	1592	1196	987	1069	1125	1570	464	1221
ENSG00000129636	ITFG1	614	701	605	628	624	559	742	545	621
ENSG00000129646	QRICH2	233	217	268	129	166	147	320	548	449
ENSG00000129654	FOXJ1	1	1	1	0	1	0	2	11	0
ENSG00000129657	SEC14L1	1464	1550	1455	1406	1086	1430	1370	1068	1275
ENSG00000129667	RHBDF2	152	138	124	88	70	120	101	123	151
ENSG00000129673	AANAT	5	7	3	4	5	6	6	3	13
ENSG00000129675	ARHGEF6	524	520	422	285	305	402	580	220	468
ENSG00000129680	MAP7D3	515	535	456	352	392	412	583	424	475
ENSG00000129682	FGF13	418	455	426	447	492	446	540	242	507
ENSG00000129691	ASH2L	781	828	1012	1160	1251	754	910	845	1039
ENSG00000129696	TTI2	117	124	116	123	128	105	172	203	142
ENSG00000129744	ART1	0	0	0	0	0	0	0	0	0
ENSG00000129749	CHRNA10	28	5	13	13	5	3	13	63	26
ENSG00000129757	CDKN1C	753	573	749	1833	2411	597	351	1242	782
ENSG00000129810	SGO1	38	73	74	82	60	56	93	67	96
ENSG00000129816	TTTY1B	0	0	0	0	0	0	0	0	0
ENSG00000129824	RPS4Y1	3933	3551	4072	15	4155	35	38	3916	31
ENSG00000129845	TTTY1	0	0	0	0	0	0	0	0	0
ENSG00000129862	VCY1B	0	0	0	0	0	0	0	0	0
ENSG00000129864	VCY	0	0	0	0	0	0	0	0	0
ENSG00000129873	CDY2B	0	0	0	0	0	0	0	0	0
ENSG00000129910	CDH15	2	2	1	7	5	0	1	503	8
ENSG00000129911	KLF16	288	252	284	259	186	260	177	125	307
ENSG00000129925	PGAP6	1164	849	953	1332	899	932	755	654	1383
ENSG00000129932	DOHH	146	121	165	120	106	132	140	177	236
ENSG00000129933	MAU2	2204	2606	2316	1750	1800	1849	2307	2690	2552
ENSG00000129946	SHC2	1943	1424	1207	1312	1477	643	1155	822	1319
ENSG00000129951	PLPPR3	14	17	32	86	97	24	14	648	67
ENSG00000129965	INS-IGF2	0	0	0	0	0	0	0	0	0
ENSG00000129968	ABHD17A	1588	1301	1505	1107	1060	1018	1041	923	1607
ENSG00000129988	LBP	1	0	0	1	0	0	0	3	0
ENSG00000129990	SYT5	0	2	4	3	7	3	4	0	0
ENSG00000129991	TNNI3	9466	7300	5973	3585	3864	5164	7852	8	7007
ENSG00000129993	CBFA2T3	115	113	98	57	54	64	86	222	75
ENSG00000130005	GAMT	844	699	887	781	794	587	623	351	983
ENSG00000130021	PUDP	247	278	294	292	273	250	313	210	381
ENSG00000130023	ERMARD	157	217	219	183	197	130	188	417	240
ENSG00000130024	PHF10	1234	1501	1045	1043	1123	1167	1481	1598	1428
ENSG00000130032	PRRG3	632	647	470	419	340	342	603	333	654
ENSG00000130035	GALNT8	78	42	61	59	59	44	58	130	99
ENSG00000130037	KCNA5	715	666	820	933	307	510	365	145	335
ENSG00000130038	CRACR2A	21	24	27	28	20	24	12	14	41
ENSG00000130045	NXNL2	0	2	3	7	4	3	3	90	2
ENSG00000130052	STARD8	613	592	770	497	444	475	532	415	743
ENSG00000130054	FAM155B	81	29	50	33	11	32	22	11	33
ENSG00000130055	GDPD2	23	18	27	19	7	10	26	9	11
ENSG00000130066	SAT1	1684	1747	1597	2157	2748	1540	1393	1397	2146
ENSG00000130119	GNL3L	79	126	124	133	88	149	114	147	133
ENSG00000130147	SH3BP4	1731	2031	979	3496	2068	2358	1223	832	1384
ENSG00000130150	MOSPD2	124	183	131	144	107	143	191	304	158
ENSG00000130158	DOCK6	1984	1920	2249	1375	1149	1589	1800	833	2069
ENSG00000130159	ECSIT	1170	1222	1164	1016	1020	941	1066	405	1218
ENSG00000130164	LDLR	617	819	414	695	532	1008	409	662	601
ENSG00000130165	ELOF1	443	377	547	502	564	316	358	544	497
ENSG00000130167	TSPAN16	0	1	0	0	0	1	0	0	0
ENSG00000130173	ANGPTL8	5	11	17	20	7	15	9	3	13
ENSG00000130175	PRKCSH	2683	2632	3343	2743	2541	2435	2554	3527	3429
ENSG00000130176	CNN1	4794	4678	3129	5632	5893	3277	2491	47	3898
ENSG00000130177	CDC16	1006	1173	1208	1071	1265	926	1155	1438	1309
ENSG00000130182	ZSCAN10	9	5	21	11	21	13	8	17	23
ENSG00000130193	THEM6	163	203	280	234	187	154	166	52	317
ENSG00000130202	NECTIN2	1451	1109	1572	1484	1172	1099	954	862	1477
ENSG00000130203	APOE	1232	1267	2281	1679	1935	1642	935	335	2401
ENSG00000130204	TOMM40	770	831	915	1090	1051	761	664	714	1207
ENSG00000130208	APOC1	14	7	17	19	36	12	12	15	21
ENSG00000130222	GADD45G	100	104	170	564	476	328	213	111	162
ENSG00000130224	LRCH2	106	119	102	97	108	93	148	269	114
ENSG00000130226	DPP6	33	19	32	59	33	29	42	168	59
ENSG00000130227	XPO7	1431	1970	1930	1790	1667	1871	1917	1633	1635
ENSG00000130234	ACE2	25	42	19	6	2	11	61	0	23
ENSG00000130244	FAM98C	193	191	168	126	125	135	189	237	188
ENSG00000130254	SAFB2	1402	1515	1375	1434	1326	1194	1331	1502	1527
ENSG00000130255	RPL36	4069	3102	4098	4085	4541	3422	3386	3787	4803
ENSG00000130270	ATP8B3	96	61	133	60	33	65	120	34	142
ENSG00000130283	GDF1	0	0	0	0	0	0	0	0	0
ENSG00000130287	NCAN	1	1	1	5	1	2	6	23	1
ENSG00000130294	KIF1A	4976	6231	5790	4164	2445	4475	5960	686	6523
ENSG00000130299	GTPBP3	393	329	409	308	356	282	340	590	513
ENSG00000130300	PLVAP	858	664	1173	2036	1558	899	834	561	1587
ENSG00000130303	BST2	72	61	79	71	84	78	22	34	83
ENSG00000130304	SLC27A1	875	1175	858	402	427	567	997	618	805
ENSG00000130305	NSUN5	317	268	287	299	261	202	234	323	438
ENSG00000130307	USHBP1	209	126	225	100	136	86	174	52	177
ENSG00000130309	COLGALT1	2017	1924	2188	1950	1785	1758	1755	1788	2397
ENSG00000130311	DDA1	555	467	514	429	475	403	372	496	589
ENSG00000130312	MRPL34	558	586	515	562	664	481	447	225	676
ENSG00000130313	PGLS	392	307	502	498	521	321	360	590	683
ENSG00000130332	LSM7	736	490	746	727	752	585	492	1168	857
ENSG00000130338	TULP4	309	396	287	424	341	366	356	560	409
ENSG00000130340	SNX9	995	973	957	778	681	745	1053	730	916
ENSG00000130347	RTN4IP1	102	139	85	128	89	90	85	93	150
ENSG00000130348	QRSL1	356	610	385	489	504	452	374	412	513
ENSG00000130349	MTRES1	202	188	186	128	179	152	301	139	242
ENSG00000130363	RSPH3	146	360	251	169	166	218	266	170	234
ENSG00000130368	MAS1	1	1	0	1	4	1	1	0	1
ENSG00000130377	ACSBG2	2	5	7	7	1	3	5	18	17
ENSG00000130382	MLLT1	2602	2709	2199	2261	2009	2176	2638	2284	2710
ENSG00000130383	FUT5	0	0	0	0	0	0	1	0	0
ENSG00000130385	BMP15	0	0	0	0	0	0	0	0	0
ENSG00000130396	AFDN	2926	3353	2594	3058	2738	2572	2882	2210	3047
ENSG00000130402	ACTN4	6338	7201	5412	7330	5083	5769	4373	3696	5914
ENSG00000130413	STK33	351	434	269	231	341	279	423	303	335
ENSG00000130414	NDUFA10	3350	2995	3132	2937	2697	2687	2806	2080	3244
ENSG00000130427	EPO	2	0	5	2	0	0	2	3	1
ENSG00000130429	ARPC1B	16	7	17	11	18	23	11	12	21
ENSG00000130433	CACNG6	1	0	0	6	4	0	0	39	8
ENSG00000130449	ZSWIM6	379	291	294	414	306	438	269	642	324
ENSG00000130475	FCHO1	11	4	10	18	19	5	8	69	18
ENSG00000130477	UNC13A	11	18	17	10	9	16	14	5	21
ENSG00000130479	MAP1S	572	488	531	471	330	382	380	501	565
ENSG00000130487	KLHDC7B	2	5	2	0	4	0	0	0	0
ENSG00000130489		5	1	4	5	2	2	5	2	9
ENSG00000130508	PXDN	3946	4414	7329	7155	4958	5183	3782	9817	6941
ENSG00000130511	SSBP4	1072	871	1045	961	1062	712	722	989	1384
ENSG00000130513	GDF15	15	15	43	405	330	37	12	20	42
ENSG00000130517	PGPEP1	901	816	720	444	493	854	745	141	829
ENSG00000130518	IQCN	101	36	81	120	100	50	59	780	146
ENSG00000130520	LSM4	1009	867	942	1174	1231	1005	744	974	1276
ENSG00000130522	JUND	1438	1217	1143	2088	1626	1269	792	2380	1640
ENSG00000130528	HRC	5788	5134	4954	3393	3266	3846	5023	135	4573
ENSG00000130529	TRPM4	2224	2285	2253	2051	1721	1796	1424	491	2685
ENSG00000130538	OR11H1	0	0	0	0	0	0	0	0	0
ENSG00000130540	SULT4A1	14	15	33	67	96	23	12	306	54
ENSG00000130544	ZNF557	101	89	116	123	93	102	110	226	113
ENSG00000130545	CRB3	4	2	2	2	3	1	2	6	9
ENSG00000130558	OLFM1	89	63	62	58	44	77	67	77	94
ENSG00000130559	CAMSAP1	1137	1239	1178	1281	1018	1255	1327	1718	1386
ENSG00000130560	UBAC1	1258	1321	1567	1322	1238	943	1351	605	1228
ENSG00000130561	SAG	0	0	0	1	0	0	1	0	0
ENSG00000130584	ZBTB46	576	526	595	448	390	544	474	209	718
ENSG00000130589	HELZ2	630	657	553	287	227	579	449	518	551
ENSG00000130590	SAMD10	235	246	285	160	136	159	168	127	274
ENSG00000130592	LSP1	80	116	72	21	39	58	105	26	88
ENSG00000130595	TNNT3	2774	2600	988	44	71	474	1850	578	372
ENSG00000130598	TNNI2	7	5	8	5	14	1	6	186	9
ENSG00000130600	H19	1336	1813	6286	847	2923	1920	1792	2175	1938
ENSG00000130612	CYP2G1P	7	4	0	4	5	8	4	1	5
ENSG00000130635	COL5A1	10266	11197	16604	9266	6657	10332	10000	20516	13928
ENSG00000130638	ATXN10	1661	1808	1473	1888	1907	1647	1857	1748	1659
ENSG00000130640	TUBGCP2	1304	1485	1527	1304	1230	1116	1148	1492	1387
ENSG00000130643	CALY	5	2	2	2	1	5	9	6	2
ENSG00000130649	CYP2E1	20	11	31	19	27	4	30	16	42
ENSG00000130653	PNPLA7	255	404	439	144	154	239	257	321	262
ENSG00000130656	HBZ	65	35	257	10999	7978	218	25	951	106
ENSG00000130669	PAK4	1289	1330	1519	1611	1305	1267	1208	647	1607
ENSG00000130675	MNX1	0	0	1	0	2	2	0	5	0
ENSG00000130684	ZNF337	168	95	115	47	63	59	107	124	156
ENSG00000130695	CEP85	478	570	648	545	434	539	634	694	618
ENSG00000130699	TAF4	290	294	261	283	284	327	358	453	370
ENSG00000130700	GATA5	228	103	362	420	586	273	110	8	380
ENSG00000130701	RBBP8NL	0	0	1	2	0	0	0	24	0
ENSG00000130702	LAMA5	6085	6276	5773	5587	4241	4871	4536	2181	7394
ENSG00000130703	OSBPL2	1608	2289	1725	1596	1639	1505	2091	691	1668
ENSG00000130706	ADRM1	557	471	448	631	590	389	319	395	568
ENSG00000130707	ASS1	790	711	583	539	561	486	659	286	598
ENSG00000130711	PRDM12	1	0	0	1	0	0	0	0	0
ENSG00000130713	EXOSC2	357	331	386	476	444	336	448	606	462
ENSG00000130714	POMT1	1192	1068	1005	972	900	774	956	1151	1088
ENSG00000130717	UCK1	748	753	776	650	708	608	723	662	757
ENSG00000130720	FIBCD1	7	10	5	8	14	10	6	17	8
ENSG00000130723		3967	4462	4406	4385	2303	4792	4705	5257	4633
ENSG00000130724	CHMP2A	996	754	898	845	935	653	796	782	920
ENSG00000130725	UBE2M	845	874	777	916	840	658	653	608	862
ENSG00000130726	TRIM28	5155	4843	5625	5329	4523	4140	4255	6446	6228
ENSG00000130731	METTL26	765	601	663	709	846	457	456	584	966
ENSG00000130733	YIPF2	303	280	382	291	243	260	214	310	323
ENSG00000130734	ATG4D	509	557	676	449	296	376	373	206	612
ENSG00000130741	EIF2S3	1524	1900	1700	2042	1836	1869	2524	1811	1991
ENSG00000130748	TMEM160	83	48	64	112	110	78	51	49	132
ENSG00000130749	ZC3H4	609	571	745	422	251	393	719	924	788
ENSG00000130751	NPAS1	41	45	80	42	52	40	42	11	87
ENSG00000130755	GMFG	88	85	84	60	88	67	94	29	98
ENSG00000130758	MAP3K10	321	240	299	238	208	245	258	449	332
ENSG00000130762	ARHGEF16	26	20	33	31	38	28	16	117	53
ENSG00000130764	LRRC47	957	1045	909	1018	860	840	883	912	1062
ENSG00000130766	SESN2	140	90	156	166	125	80	99	188	114
ENSG00000130768	SMPDL3B	11	6	14	16	17	10	2	19	11
ENSG00000130770	ATP5IF1	1511	1526	1279	1005	1167	1056	1175	779	1348
ENSG00000130772	MED18	119	96	133	72	55	71	134	70	137
ENSG00000130775	THEMIS2	75	104	31	38	36	53	38	36	37
ENSG00000130779	CLIP1	762	786	519	595	437	641	776	718	620
ENSG00000130783	CCDC62	9	5	1	9	6	5	12	6	13
ENSG00000130787	HIP1R	990	671	563	517	491	612	612	1265	615
ENSG00000130803	ZNF317	535	466	430	469	391	381	586	623	468
ENSG00000130810	PPAN	38	26	37	37	28	25	33	41	55
ENSG00000130811	EIF3G	1979	1827	1952	1824	1810	1526	1646	2099	1886
ENSG00000130812	ANGPTL6	78	46	124	27	58	75	52	8	78
ENSG00000130813	SHFL	182	168	151	88	101	106	154	87	147
ENSG00000130816	DNMT1	1559	1339	1303	2404	1960	1687	1461	2980	2319
ENSG00000130818	ZNF426	291	290	272	170	204	216	371	375	324
ENSG00000130821	SLC6A8	5392	7734	4390	5286	5255	4690	5228	984	4974
ENSG00000130822	PNCK	2058	1895	2229	1651	1604	1534	1677	96	2341
ENSG00000130826	DKC1	681	771	658	865	774	670	754	984	749
ENSG00000130827	PLXNA3	2913	2160	2101	1940	1639	2204	1978	2407	2941
ENSG00000130829	DUSP9	4	2	6	6	2	3	1	97	1
ENSG00000130830	MPP1	384	443	498	1057	953	579	440	216	410
ENSG00000130844	ZNF331	352	537	294	518	524	283	369	561	424
ENSG00000130856	ZNF236	220	350	384	273	221	256	331	497	434
ENSG00000130876	SLC7A10	2	1	1	3	3	2	3	29	10
ENSG00000130881	LRP3	603	484	536	422	363	454	325	830	602
ENSG00000130921	C12orf65	399	327	409	342	305	286	407	447	400
ENSG00000130935	NOL11	470	554	474	446	477	462	713	682	547
ENSG00000130939	UBE4B	1276	1822	1747	1312	1152	1535	2069	1164	1593
ENSG00000130940	CASZ1	1676	1620	1254	1668	1230	1701	1286	77	1679
ENSG00000130943	PKDREJ	21	74	30	16	8	31	65	23	22
ENSG00000130948	HSD17B3	2	0	0	0	0	0	0	0	0
ENSG00000130950	NUTM2F	0	0	0	0	5	0	0	1	1
ENSG00000130956	HABP4	662	460	457	518	529	532	469	367	476
ENSG00000130957	FBP2	2	0	2	0	1	0	1	4	0
ENSG00000130958	SLC35D2	67	79	68	69	93	77	85	32	95
ENSG00000130962	PRRG1	116	161	142	135	112	142	209	97	193
ENSG00000130985	UBA1	4644	4768	4688	5238	3931	4529	4623	5975	6638
ENSG00000130988	RGN	107	100	84	62	72	67	169	21	143
ENSG00000130997	POLN	39	43	27	34	40	20	42	51	65
ENSG00000131002	TXLNGY	332	395	247	0	330	3	4	859	1
ENSG00000131007	TTTY9B	0	0	0	0	0	0	0	0	0
ENSG00000131013	PPIL4	494	541	412	442	502	453	737	645	479
ENSG00000131015	ULBP2	11	11	15	13	16	11	5	2	12
ENSG00000131016	AKAP12	3392	5259	2386	3513	2231	4246	3617	3165	2299
ENSG00000131018	SYNE1	3327	3816	3062	2152	1525	2459	3844	1208	2062
ENSG00000131019	ULBP3	16	7	13	10	13	7	7	47	9
ENSG00000131023	LATS1	365	460	350	379	345	419	552	814	399
ENSG00000131037	EPS8L1	63	52	102	106	78	46	45	19	145
ENSG00000131042	LILRB2	40	55	13	28	28	18	20	14	15
ENSG00000131043	AAR2	499	395	554	338	337	323	504	531	514
ENSG00000131044	TTLL9	7	6	6	3	4	2	7	17	13
ENSG00000131050	BPIFA2	0	0	0	0	0	0	0	0	0
ENSG00000131051	RBM39	4236	4794	4242	3480	3646	3245	5480	5522	4410
ENSG00000131055	COX4I2	102	58	125	29	59	84	49	19	56
ENSG00000131059	BPIFA3	0	0	0	0	0	0	0	0	0
ENSG00000131061	ZNF341	32	59	69	54	43	48	74	127	114
ENSG00000131067	GGT7	1407	1528	1445	1087	979	1169	1084	1317	1761
ENSG00000131068	DEFB118	0	0	0	0	0	0	0	0	0
ENSG00000131069	ACSS2	1538	1976	1704	1458	1415	1495	1653	631	1724
ENSG00000131080	EDA2R	74	61	71	40	39	59	72	34	86
ENSG00000131089	ARHGEF9	1112	1498	1264	1154	876	1006	1403	789	1443
ENSG00000131094	C1QL1	168	135	116	47	44	106	92	107	126
ENSG00000131095	GFAP	80	96	114	26	15	49	82	5	104
ENSG00000131096	PYY	0	2	1	3	1	1	0	0	0
ENSG00000131097	HIGD1B	29	36	40	5	5	20	10	4	38
ENSG00000131100	ATP6V1E1	1317	1500	1359	1234	1386	1099	1385	664	1185
